sno,broadcaster,channelName,lang,cost,genre,streamType,airtelChannelNum,dishTVChannelNum,sunDirectChannelNum,tataSkyChannelNum,d2hChannelNum
875,Zee Entertainment Enterprises Limited,Zee Classic,Hindi,0.5,Movies,SD,,,,,
876,Zee Entertainment Enterprises Limited,&Xplore HD,Hindi,4,Movies,HD,,,,,
877,Zee Entertainment Enterprises Limited,Zee Talkies HD ,Marathi,19,Movies ,HD,,,,,
878,Zee Entertainment Enterprises Limited,Ganga Biskope,Bhojpuri,0.1,Movies,SD,,,,,
879,Zee Media Corporation Limited,Zee 24 Taas,Marathi,0.1,News,SD,,,,,
880,Zee Media Corporation Limited,Zee Odisha,Odia,0.1,News,SD,,,,,
881,Zee Media Corporation Limited,Zee Business,Hindi,0.1,News,SD,,,,,
882,Zee Media Corporation Limited,Zee Punjab Haryana Himachal ,Hindi,0.1,News,SD,,,,,
883,Zee Media Corporation Limited,Zee Madhya Pradesh Chattisgarh,Hindi,0.1,News,SD,,,,,
884,Zee Media Corporation Limited,Zee Salaam,Urdu,0.1,News,SD,,,,,
885,Zee Media Corporation Limited,Zee 24 Kalak,Hindi,0.1,News,SD,,,,,
886,Zee Media Corporation Limited,WION,Hindi,1,News,SD,,,,,
887,Zee Media Corporation Limited,Zee Uttar Pradesh Uttrakhand,Hindi,0.1,News,SD,,,,,
888,Zee Media Corporation Limited,Zee Hindustan,Hindi,0.1,News ,SD,,,,,
889,Zee Media Corporation Limited,Zee Bihar Jharkhand,Hindi,0.1,News,SD,,,,,
890,Zee Media Corporation Limited,Zee News,Hindi,0.1,News,SD,,,,,
891,Zee Media Corporation Limited,Zee Rajasthan News,Hindi,0.1,News,SD,,,,,
892,Zoom Entertainment Network Limited,Movies Now ,English,10,Movies,SD,,,,,
