sno,broadcaster,channelName,lang,cost,genre,streamType,airtelChannelNum,dishTVChannelNum,sunDirectChannelNum,tataSkyChannelNum,d2hChannelNum
1,9X MEDIA PRIVATE LIMITED,9X,HINDI,0,,,,,,,
2,9X MEDIA PRIVATE LIMITED,9X JALWA (PHIR SE 9X),HINDI/ENGLISH /BENGALI&ALL INDIAN INDIAN SCHEDULE LANGUAGE,0,,,,,,,
3,9X MEDIA PRIVATE LIMITED,9X JHAKAAS (9X MARATHI),MARATHI,0,,,,,,,
4,9X MEDIA PRIVATE LIMITED,9XM,HINDI/ENGLISH /BENGALI&ALL INDIAN INDIAN SCHEDULE LANGUAGE,0,,,,,,,
5,9X MEDIA PRIVATE LIMITED,9XO (9XM VELVET),HINDI,0,,,,,,,
6,9X MEDIA PRIVATE LIMITED,Housefull Action (earlier 9X BAJAO (Earlier 9X BAJAAO & 9X BANGLA),HINDI,0,,,,,,,
7,A ONE NEWS TIME BROADCASTING PRIVATE LIMITED,TV 24,HINDI/ PUNJABI/ ENGLISH,0,,,,,,,
8,A.R. RAIL VIKAS SERVICES PVT. LTD.,BHASKAR NEWS (AP 9),"HINDI, ENGLISH, MARATHI AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
9,A.R. RAIL VIKAS SERVICES PVT. LTD.,SATYA,"HINDI, ENGLISH, MARATHI AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
10,AADRI ENTERTAINMENT AND MEDIA WORKS PVT.LTD.,Mahua Plus (earlier AGRO ROYAL TV (Earlier AADRI WELLNESS),TELUGU/HINDI/ENGLISH/GUJARATI/TAMIL/KANNADA/BENGALI/MALAYALAM,0,,,,,,,
11,AADRI ENTERTAINMENT AND MEDIA WORKS PVT.LTD.,Shiva Shakthi Sai TV (earlier BENZE TV (Earlier AADRI ENRICH),TELUGU/HINDI/ENGLISH/GUJARATI/TAMIL/KANNADA/BENGALI/MALAYALAM,0,,,,,,,
12,AAMODA BROADCASTING COMPANY PRIVATE LIMITED,ABN ANDHRA JYOTHI,TELUGU,0,,,,,,,
13,AAP MEDIA PVT.LTD.,ANJAN TV,"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
14,AASTHA BROAD CASTING NETWORK LIMITED,ARIHANT,HINDI/GUJRATI/ENGLISH,0,,,,,,,
15,ABP NEWS NETWORK PVT. LTD,"ABP ASMITA (Earlie ABP SAMACHAR GUJARATI, ABP Sanjha)",GUJARATI,0,,,,,,,
16,ABP NEWS NETWORK PVT. LTD,ABP NEWS (earlier STAR NEWS),HINDI/ENGLISH/MARATHI,0,,,,,,,
17,ABP NEWS NETWORK PVT. LTD,ABP Ananda,BENGALI,0,,,,,,,
18,ABP NEWS NETWORK PVT. LTD,ABP Majha,HINDI/ ENGLISH/ MARATHI,0,,,,,,,
19,ABP NEWS NETWORK PVT. LTD,ABP Andhra,Telugu/Hindi,0,,,,,,,
20,ABP NEWS NETWORK PVT. LTD,ABP News HD,English/Hindi,0,,,,,,,
21,ABP NEWS NETWORK PVT. LTD,ABP Sanjha,Punjabi/Hindi/English,0,,,,,,,
22,ABP NEWS NETWORK PVT. LTD,ABP Tamil,Tamil/Hindi,0,,,,,,,
23,AETN 18 Media Pvt. Ltd,History TV 18 Tamil,"Tamil, English and all other scheduled Indian Languages",0,,,,,,,
24,Airtravel Enterprises India Limited,ATE TV,MALAYALAM & ENGLISH,0,,,,,,,
25,AJI INTERNATIONAL PRIVATE LIMITED,AL JAZEERA ENGLISH,ENGLISH,0,,,,,,,
26,ALLIANCE BROADCASTING PRIVATE LIMITED,NEWS 7 TAMIL (Earlier REAL ESTATE ),TAMIL ,0,,,,,,,
27,ALLIANCE STRATEGIES LIMITED,K NEWS INDIA (earlier MAGIK / Bhojpuria Magic),"HINDI/Bhojpuri, Kumaoni & Garhwali",0,,,,,,,
28,AM Television Pvt. Ltd,PRAG (earlier NEWS BANGLA),ENGLISH/ HINDI/ NORTH EASTERN LANGUAGES,0,,,,,,,
29,AM Television Pvt. Ltd,RENGONI,ASSAMESE,0,,,,,,,
30,AMRITA ENTERPRISES PRIVATE LIMITED,AMRITA,MALAYALAM/ HINDI/ ENGLISH,0,,,,,,,
31,ANDHRAPRABHA PUBLICATIONS LIMITED,"INDIA AHEAD (EARLIER BHAARAT TODAY, BHARAT TODAY (Earlier YOUR NEWS))",ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
32,Angel Admark Pvt. Ltd.,XCLUSIVE TV (Anugraha Malyalam),"Hindi, English, All Indian Languages",0,,,,,,,
33,ANGEL BROADCASTING NETWORK PVT. LTD,ANGEL TV,TAMIL/ ENGLISH AND OTHER INDIAN LANGUAGES,0,,,,,,,
34,ANGEL MEDIA NETWORK PVT LTD,GOD TV,ENGLISH/ HINDI/ TAMIL,0,,,,,,,
35,ARADANA BROADCASTING INTERNATIONAL PRIVATE LIMITED,ARADANA,TELUGU/ ENGLISH/ HINDI,0,,,,,,,
36,ARG Outlier Media Pvt. Ltd,Republic TV,English and Hindi,0,,,,,,,
37,ARG Outlier Media Pvt. Ltd,REPUBLIC TV BHARAT,Hindi,0,,,,,,,
38,ARPAN MEDIA PRIVATE LIMITED,"IND 24 (earlier Live India Kannada, NEWS SUPER FAST)","HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
39,ASHIRWAD TELENETWORK PRIVATE LIMITED,B4U Bhojpuri,HINDI/ ENGLISH/ OTHER NORTH INDIAN LANGUAGES,0,,,,,,,
40,ASHIRWAD TELENETWORK PRIVATE LIMITED,MOVIES HOUSE (Earleir ASHIRWAD CLASSIC),HINDI ENGLISH AND ALL OTHER INDIAN SCHEDULED LANGUAGES,0,,,,,,,
41,ASHIRWAD TELENETWORK PRIVATE LIMITED,Studio One + (earlier ASHIRWAD Gold),HINDI ENGLISH AND ALL OTHER INDIAN SCHEDULED LANGUAGES,0,,,,,,,
42,ASHOKA PRODUCTIONS AND COMMUNICATION PVT LTD,"News 1 India (earlier High News (earlier News1 India, CEE NEWS)","HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
43,ASHOKA PRODUCTIONS AND COMMUNICATION PVT LTD,SUPER TV (earlier CEE VANDANA/Adhyatm),"HINDI,ENGLISH & ALL OTHER INDIAN LANGUAGES.",0,,,,,,,
44,ASIANET NEWS NETWORK PRIVATE LIMITED,ASIANET NEWS,MALAYALAM,0,,,,,,,
45,ASIANET NEWS NETWORK PRIVATE LIMITED,SUVARNA NEWS,KANNADA/ ENGLISH,0,,,,,,,
46,Asnani Builders & Developers Ltd,Anaadi TV,All Indian Languages,0,,,,,,,
47,ASPIRATION MEDIA PVT. LTD.,TOLLY WOOD,ENGLISH/ REGIONAL LANGUAGES,0,,,,,,,
48,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,NEWS 9,GUJARATI/ MARATHI/ HINDI/ KANNADA/ MALAYALAM/ TELUGU/ TAMIL/ ENGLISH/ OTHER INDIAN LANGUAGES,0,,,,,,,
49,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV 1,MARATHI/ HINDI/ TELUGU/ MALAYALAM/ KANNADA/ TAMIL/ ENGLISH/ OTHER INDIAN LANGUAGES,0,,,,,,,
50,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV 9,MARATHI/ HINDI/ KANNADA/ MALAYALAM/ TELUGU/ TAMIL/ ENGLISH/ OTHER INDIAN LANGUAGES,0,,,,,,,
51,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV9 Bharatvarsh,GUJARATI/ MARATHI/ HINDI/ KANNADA/ MALAYALAM/ TELUGU/ TAMIL/ ENGLISH AND OTHER INDIAN LANGUAGES,0,,,,,,,
52,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV9 GUJARAT,GUJARATI/ MARATHI/ HINDI/ KANNADA/ MALAYALAM/ TELUGU/ TAMIL/ ENGLISH/ OTHER INDIAN LANGUAGES,0,,,,,,,
53,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV9 KANNADA,MARATHI/ HINDI/ KANNADA/ MALAYALAM/ TELUGU/ TAMIL/ ENGLISH/ OTHER INDIAN LANGUAGES,0,,,,,,,
54,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV9 MUMBAI,MARATHI/ HINDI/ KANNADA/ MALAYALAM/ TELUGU/ TAMIL/ ENGLISH/ OTHER INDIAN LANGUAGES,0,,,,,,,
55,AY BROADCAST FOUNDATION,Athmeeyayathra (earlier AY TV),MALAYALAM/ ENGLISH,0,,,,,,,
56,B4U TELEVISION NETWORK I PVT. LTD.,B4U MOVIES,ENGLISH/ HINDI,0,,,,,,,
57,B4U TELEVISION NETWORK I PVT. LTD.,B4U MUSIC,ENGLISH/ HINDI,0,,,,,,,
58,B4U TELEVISION NETWORK I PVT. LTD.,B4U Hitz,Hindi & English,0,,,,,,,
59,B4U TELEVISION NETWORK I PVT. LTD.,B4U Plus,English and Hindi,0,,,,,,,
60,BHARAT BROADCASTING NETWORK LIMITED,JAI HIND,MALAYALAM,0,,,,,,,
61,BHARAT HYDEL PROJECTS PRIVATE LIMITED,NETWORK 10,HINDI,0,,,,,,,
62,Bhole Baba Real Estate Developers Pvt. Ltd.,AHSAS (Earlier Daati Ahsas),"Hindi, English and All Other Indian Schedules Languages",0,,,,,,,
63,Bhole Baba Real Estate Developers Pvt. Ltd.,INH 24x7 (earlier INDIAN CRIME (Earlier NAV JAGRITI & NSN News),"Hindi, English and All Other Indian Schedules Languages",0,,,,,,,
64,BIZZ NEWS PRIVATE LIMITED,BIZZ NEWS,GUJARATI,0,,,,,,,
65,BLOOMBERG TELEVISION PRODUCTION SERVICES PVT. LTD.,BLOOMBERG TELEVISION ASIA-PACIFIC FEED,ENGLISH,0,,,,,,,
66,BnB Entertainment Pvt. Ltd,BNB,"English, Hindi, Punjabi & all Indian Languages",0,,,,,,,
67,Box Cinemedia Services Pvt. Ltd.,Box Cinema,HINDI AND OTHER INDIAN SCHEDULED LANGUAGES,0,,,,,,,
68,Business Broadcast News Private Limited,BTVi ,English ,0,,,,,,,
69,BKR international Media Private Limited,JEHOVAH,"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
70,BPL MEDIA LIMITED,LIVING INDIA NEWS (Earlier FW News (REPORTER 24*7),HINDI AND OTHER INDIAN SCHEDULED LANGUAGES,0,,,,,,,
71,BRAHMAPUTRA TELE-PRODUCTIONS PRIVATE LIMITED,DY 365,ASSAMESE/ HINDI/ ENGLISH,0,,,,,,,
72,BRAHMAPUTRA TELE-PRODUCTIONS PRIVATE LIMITED,Jonack (earlier DHOOM /DY 365 ENTERTAINMENT),ASSAMESE,0,,,,,,,
73,BRAHMAPUTRA TELE-PRODUCTIONS PRIVATE LIMITED,NEWS 11 (Earlier DY-365 UP),HINDI/ BHOJPURI,0,,,,,,,
74,BRAND VALUE COMMUNICATIONS PRIVATE LIMITED,DHOOM MUSIC BANGLA,BENGALI,0,,,,,,,
75,BRAND VALUE COMMUNICATIONS PRIVATE LIMITED,NEWS TIME ASSAM,ASSAMI,0,,,,,,,
76,BRAND VALUE COMMUNICATIONS PRIVATE LIMITED,NEWS TIME BANGLA,BENGALI,0,,,,,,,
77,BRAND VALUE COMMUNICATIONS PRIVATE LIMITED,RUPASI BANGLA,BENGALI & Aasam,0,,,,,,,
78,CABSAT CHANNEL PRIVATE LIMITED,AUSTRALIA NETWORK,ENGLISH,0,,,,,,,
79,CABSAT CHANNEL PRIVATE LIMITED,DW TV,GERMAN/ ENGLISH,0,,,,,,,
80,CALCUTTA TELEVISION NETWORK PRIVATE LIMITED,CALCUTTA NEWS (Earlier UTTAR BANGLA AKD & C BANGLA),BENGALI,0,,,,,,,
81,CALCUTTA TELEVISION NETWORK PRIVATE LIMITED,CTVN-AKD-PLUS,BENGALI,0,,,,,,,
82,CAPTAIN MEDIA PRIVATE LIMITED,CAPTAIN NEWS,TAMIL/ ENGLISH,0,,,,,,,
83,CAPTAIN MEDIA PRIVATE LIMITED,CAPTAIN TV,TAMIL/ ENGLISH,0,,,,,,,
84,CATVISION LTD,Euro News,"French, English, German, Spanish, Italian, Portuguese, Russian, Arabic",0,,,,,,,
85,CATVISION LTD,FRANCE 24,FRENCH,0,,,,,,,
86,CATVISION LTD,TV 5 MONDE,FRENCH,0,,,,,,,
87,Cauvery Power Trading Chennai Pvt. Ltd,Cauvery News,Tamil,0,,,,,,,
88,CHANNEL BHARAT ENTERTAINMENT PRIVATE LIMITED,IMAYAM TV,TAMIL ENGLISH/ OTHER REGIONAL LANGUAGES,0,,,,,,,
89,CHANNEL NO 2 NEWS MEDIA PVT LTD,CHANNEL 2,PUNJABI/ HINDI/ ENGLISH / ALL OTHER SCHEDULED INDIAN LANGUAGES,0,,,,,,,
90,CHARHDIKALA PUBLICATIONS PRIVATE LIMITED,CHARDIKALA TIME TV,PUNJABI/ ENGLISH/ OTHER INDIAN LANGUAGES,0,,,,,,,
91,Chennai Murasu Private Limited,Malai Murasu Seithikal,Tamil,0,,,,,,,
92,CHRISTU KRUPA BROADCASTING PVT LTD,CALVARY TV,ALL INDIAN LANGUAGES,0,,,,,,,
93,Cinema 24x7 Pvt. Ltd,Naaptol,"Hindi, English and all scheduled Indian Languages",0,,,,,,,
94,Cinema 24x7 Pvt. Ltd,Tamil Naaptol,"Hindi, English and all scheduled Indian Languages",0,,,,,,,
95,Cinema 24x7 Pvt. Ltd,Malayalam Naaptol,"Hindi, English and all scheduled Indian Languages",0,,,,,,,
96,Cinema 24x7 Pvt. Ltd,Kannada Naaptol,"Hindi, English and all scheduled Indian Languages",0,,,,,,,
97,Cinema 24x7 Pvt. Ltd,Bangla Naaptol,"Hindi, English and all scheduled Indian Languages",0,,,,,,,
98,Cinema 24x7 Pvt. Ltd,NT6,"Hindi, English and all scheduled Indian Languages",0,,,,,,,
99,Cinema 24x7 Pvt. Ltd,NT7,"Hindi, English and all scheduled Indian Languages",0,,,,,,,
100,Cinema 24x7 Pvt. Ltd,NT8,"Hindi, English and all scheduled Indian Languages",0,,,,,,,
101,Cinema 24x7 Pvt. Ltd,NT9,"Hindi, English and all scheduled Indian Languages",0,,,,,,,
102,CITY NETWORK BROADCAST CONVERGENCE PVT LTD,WOW CINEMA (Earlier TV PUNJABI),ALL INDIAN LANGUAGES,0,,,,,,,
103,City Pulse Media India Pvt. Ltd,Paras-CITY Pulse,HINDI,0,,,,,,,
104,Cobol Communications Pvt. Ltd.,Mango,English and All Indian Languages,0,,,,,,,
105,COMSAT SYSTEM PRIVATE LIMITED,TV 7/ TV3 HEALTH PLANET,ENGLISH/ TELUGU/ HINDI,0,,,,,,,
106,COXSWAIN TECHNOLOGIES LIMITED,"KAVASAM TV (Earlier Archana, SPACETOON KIDS TV)",HINDI/ MARATHI,0,,,,,,,
107,COXSWAIN TECHNOLOGIES LIMITED,"Music Zone (earlier 7 S MUSIC, NILCHAKARA)",South Indian languages and all other scheduled languages,0,,,,,,,
108,COXSWAIN TECHNOLOGIES LIMITED,RAKSHANA TV,TELUGU/ HINDI,0,,,,,,,
109,COXSWAIN TECHNOLOGIES LIMITED,SHOPPING ZONE,HINDI/ MARATHI,0,,,,,,,
110,COXSWAIN TECHNOLOGIES LIMITED,"SWARA SAGAR (Earlier LAKSHYYA ENTERTAINMENT, SUPER STAR-JOSH)","TAMIL, TELUGU, KANNADA, MALAYALAM AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
111,CREATIVE CHANNEL ADVERTISING AND MARKETING PRIVATE,MANORANJAN MOVIES (Earlier Manoranjan Music),Hindi,0,,,,,,,
112,CREATIVE CHANNEL ADVERTISING AND MARKETING PRIVATE,MANORANJAN TV,"HINDI, ENGLISH/ OTHER INDIAN SCHEDULED LANGUAGES",0,,,,,,,
113,CREATIVE CHANNEL ADVERTISING AND MARKETING PRIVATE,MANORANJAN GRAND,"HINDI, ENGLISH/ OTHER INDIAN SCHEDULED LANGUAGES",0,,,,,,,
114,CSL INFOMEDIA PRIVATE LIMITED,JAN TV,"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
115,DAKSHIN MEDIA GAMING SOLUTIONS PRIVATE LIMITED,TEN CRICKET (Earlier known as PLAY TV),HINDI/ ENGLISH/ MARATHI/ TAMIL/ TELUGU/ MALAYALAM,0,,,,,,,
116,DERA TELEVISIONS PRIVATE LIMITED,MUNSIF TV,URDU/ HINDI/ ENGLISH/ REGIONAL LANGUAGES,0,,,,,,,
117,DEVBHUMI BROADCAST PRIVATE LIMITED,KHABAR FAST,"HINDI, ENGLISH, AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
118,DHARM MEDIA VENTURES PRIVATE LIMITED,Naaptol Malayalam (earlier DHARM SANGEET),ALL INDIAN SCHEDULED LANGUAGES,0,,,,,,,
119,DIKSAT TRANSWORLD LIMITED,AASEERVATHAM,KANNADA,0,,,,,,,
120,DIKSAT TRANSWORLD LIMITED,CUSINE TV,ENGLISH,0,,,,,,,
121,DIKSAT TRANSWORLD LIMITED,WIN TV,TAMIL,0,,,,,,,
122,DIKSAT TRANSWORLD LIMITED,WIN TV - U.P.,HINDI,0,,,,,,,
123,DILIP BUILDCON PRIVATE LIMITED,DNN,HINDI,0,,,,,,,
124,DIRECT NEWS PRIVATE LIMITED,IMN NEWS (NEWS X),ENGLISH/HINDI,0,,,,,,,
125,DISCOVERY COMMUNICATION LIMITED,DSPORT HD,ENGLISH/ HINDI OTHER LOCAL LANGUAGES IN INDIA,0,,,,,,,
126,DISHA MEDIA PVT. LTD,DISHA NEWS CHANNEL (Earlier known as DHALIWAL TV),HINDI/ PUNJABI/ ENGLISH OTHER INDIAN LANGUAGES,0,,,,,,,
127,DISNEY BROADCASTING INDIA LTD,UTV MOVIES INTERNATIONAL,HINDI,0,,,,,,,
128,DIVYA BROADCASTING NETWORK PRIVATE LIMITED,DIVYA,HINDI/ PUNJABI/ ENGLISH/ URDU,0,,,,,,,
129,E24 Glamour Ltd,DARSHAN 24 (Earlier LIFE 24),ENGLISH/HINDI,0,,,,,,,
130,E24 Glamour Ltd,E 24,ENGLISH/HINDI,0,,,,,,,
131,EASTERN MEDIA LIMITED,ARRA (Earlier known as MANJARI),ALL INDIAN LANGUAGE,0,,,,,,,
132,EASTERN MEDIA LIMITED,KANAK NEWS (Earlier KANAK TV & KANAK SAMBAD),ORIYA,0,,,,,,,
133,EASWARI MEDIA PRIVATE LIMITED,Tehzeeb TV,ALL INDIAN LANGUAGES,0,,,,,,,
134,ENTER 10 TELEVISION PRIVATE LIMITED,BHOJPURI CINEMA,ALL INDIAN LANGUAGES,0,,,,,,,
135,ENTER 10 TELEVISION PRIVATE LIMITED,Dangal (earlier ENTER 10 MOVIES ),HINDI/ ENGLISH,0,,,,,,,
136,ENTER 10 TELEVISION PRIVATE LIMITED,ENTERR 10,HINDI/ ENGLISH,0,,,,,,,
137,ENTER 10 TELEVISION PRIVATE LIMITED,Enter 10 Bangla,All Indian Languages,0,,,,,,,
138,ENTER 10 TELEVISION PRIVATE LIMITED,"FAKT MARATHI (Earlier AAPLA TALKIES, It's CINEMA, (LUCK TV)",ALL INDIAN LANGUAGES,0,,,,,,,
139,ENTER 10 TELEVISION PRIVATE LIMITED,Shaandaar Cinema,all Indian Languages,0,,,,,,,
140,ESSENCE TELEVISION PVT.LTD.,GRACE TV (Earlier PHENO TV & NEWS MAKERS),ALL INDIAN LANGUAGES,0,,,,,,,
141,EXCLUSIVE VISION BROADCAST PVT. LTD.,Lord Buddha TV (earlier LORD BUDDHA SHARNAM TV (Earlier SHARNAM),"HINDI, ENGLISH & ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
142,EXCLUSIVE VISION MEDIA PVT. LTD.,Zingaat (earlier E AWAZ INDIA (EARLIER:AINDI (EARLIER: TULSI TV (Earlier VEDAS OM TV))),"ENGLISH, HINDI & ALL INDIAN SCHEDULED LANGUAGE",0,,,,,,,
143,EXPRESS BROADCASTING PRIVATE LIMITED,"Sanskriti TV (earlier Zonet Zawlbuk , earlier EN TV)",PUNJABI/ HINDI/ ENGLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
144,F7 BROADCAST PVT. LTD,"NEWS WORLD INDIA (earlier NAMOSTUTE INDIA, RR News )","Hindi, English and other Indian scheduled languages",0,,,,,,,
145,FUTURE VISION BROADCAT PRIVATE LIMITED,"India Watch (earlier INDIA NOW , Earlier INE LIVE)",HINDI/ENGLISH ALL INDIAN SCHEDULED LANGUAGE,0,,,,,,,
146,GLOBAL TELECASTING PVT. LTD.,FUN TV,"ENGLISH, HINDI AND ALL OTHER INDIAN LANGUAGES",0,,,,,,,
147,GN INFOMEDIA PVT LTD,"MANGALAM (Earlier REPORTER 24X7, GN News, GNN NEWS)",HINDI/ ENGLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGE,0,,,,,,,
148,GN INFOMEDIA PVT LTD,WHISTLE TV (Earlier known as GN Bhakti GNN BHAKTI /GNN ENTERTAINMENT),HINDI/ ENGLISH/ ALL OTHER INDIAN SCHEDULE LANGUAGE,0,,,,,,,
149,G-NEXT MEDIA PRIVATE LIMITED,PTC CHAK DE,HINDI/PUNJABI,0,,,,,,,
150,G-NEXT MEDIA PRIVATE LIMITED,PTC NEWS,HINDI/PUNJABI,0,,,,,,,
151,G-NEXT MEDIA PRIVATE LIMITED,PTC PUNJABI,HINDI/ PUNJABI,0,,,,,,,
152,G-NEXT MEDIA PRIVATE LIMITED,PTC Music,HINDI/ PUNJABI/ENGLISH,0,,,,,,,
153,G-NEXT MEDIA PRIVATE LIMITED,PTC Punjabi Gold,HINDI/ PUNJABI/ENGLISH,0,,,,,,,
154,G-NEXT MEDIA PRIVATE LIMITED,PTC Simran,HINDI/ PUNJABI/ENGLISH,0,,,,,,,
155,God Media Pvt. Ltd.,Peace of Mind,"Hindi, English and All other Indian Scheduled & World Languages",0,,,,,,,
156,Gokann International Media Pvt. Ltd,7S Music ( Earlier MAAS TV),All Indian Languages,0,,,,,,,
157,GOOD NEWS CHANNEL PRIVATE LIMITED,Goodnews TV,English,0,,,,,,,
158,GOOD NEWS CHANNEL PRIVATE LIMITED,Nambikkai Television,Tamil,0,,,,,,,
159,GOOD NEWS CHANNEL PRIVATE LIMITED,SUBHA VAARTHA,TELUGU,0,,,,,,,
160,GOOD NEWS CHANNEL PRIVATE LIMITED,SUBHSANDESH,HINDI,0,,,,,,,
161,GOODNESS MEDIA PVT LTD,GOODNESS TV,MALYALAM/ ENGLISH,0,,,,,,,
162,Graphisads Private Limited,Awakening ,"Hindi, English and other Indian scheduled languages",0,,,,,,,
163,Graphisads Private Limited,P Plus,"Hindi, English and other Indian scheduled languages",0,,,,,,,
164,Graphisads Private Limited,PTunes,"Hindi, English and other Indian scheduled languages",0,,,,,,,
165,GUJARAT NEWS BROADCASTING PVT.LTD.,V TV,"GUJARATI,HINDI & ENGLISH.",0,,,,,,,
166,GULISTAN TV NETWORK PRIVATE LIMITED,GULISTAN NEWS,"HINDI, ENGLISH, PUNJABI AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
167,Hare Krsna Content Broadcast Pvt Limited,Hare Krsna,"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
168,HARI BHOOMI COMMUNICATIONS PVT. LTD,JANTA TV,HINDI/ ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGES,0,,,,,,,
169,HBN Network Private Ltd,HBN,"Hindi, Malayalam, Tamil & English",0,,,,,,,
170,HHP BROADCASTING SERVICES PRIVATE LIMITED,DABANGG,HINDI,0,,,,,,,
171,HINDUSTAN BROADCASTING COMPANY PRIVATE LIMITED,HBC NEWS,HINDI/ ENGLISH OTHER NORTH INDIAN LANGUAGES,0,,,,,,,
172,HORIZON SATELLITE SERVICE PVT LTD,Malai Murasu (Earlier Jai Tamil TV Earlier known as HORIZON NEWS),ALL INDIAN LANGUAGE,0,,,,,,,
173,HORIZON SATELLITE SERVICE PVT LTD,Y TV (Earlier known as Voice 24 Tripura/Horizon News 24x7),English and any other Indian Languages,0,,,,,,,
174,HYDERABAD MEDIA HOUSE LIMITED,HM TV,TELUGU/ HINDI/ ENGLISH/ NORTH INDIAN LANGUAGES,0,,,,,,,
175,IBC Tamil Private Limited,IBC Tamil,All Indian Languages,0,,,,,,,
176,IMAGE BROADCASTING INDIA PRIVATE LIMITED,CVR Health,"TELUGU, ENGLISH, HINDI, KANNADA, TAMIL, MALAYALAM",0,,,,,,,
177,IMAGE BROADCASTING INDIA PRIVATE LIMITED,CVR News,"TELUGU, ENGLISH, HINDI, KANNADA, TAMIL, MALAYALAM",0,,,,,,,
178,IMAGE BROADCASTING INDIA PRIVATE LIMITED,CVR News English,"Hindi,English & ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
179,IMAGE BROADCASTING INDIA PRIVATE LIMITED,CVR Spiritual Om,"Hindi,English & ALL OTHER INDIAN SCHEDULE LANGUAGES",0,,,,,,,
180,IMPACT TELEVISION PRIVATE LIMITED,"RM-RUJUMARGAM FROM DARKNESS TO LIGHT (earlier MU ODIA, KATHA TV)",ALL INDIAN LANGUAGES,0,,,,,,,
181,INDEPENDENT NEWS SERVICE PVT. LTD,INDIA TV,ENGLISH/ HINDI,0,,,,,,,
182,INDEPENDENT NEWS SERVICE PVT. LTD,INDIA TV WIZ,ENGLISH/ HINDI,0,,,,,,,
183,INDIRA TELEVISION LIMITED,Sakshi,HINDI/ ENGLISH,0,,,,,,,
184,INDO ASIAN NEWS CHANNEL PVT LTD,REPORTER,MALAYALAM,0,,,,,,,
185,INFORMATION TV PRIVATE LIMITED,Free TV,HINDI/ ENGLISH/ NORTH INDIAN LANGUAGES,0,,,,,,,
186,INFORMATION TV PRIVATE LIMITED,India News,HINDI/ ENGLISH AND NORTH INDIAN REGIONAL LANGUAGES,0,,,,,,,
187,INFORMATION TV PRIVATE LIMITED,India News Haryana,HINDI,0,,,,,,,
188,INFORMATION TV PRIVATE LIMITED,India News Madhya Pradesh Chattisgarh,HINDI/ OTHER NORTH INDIAN REGIONAL LANGUAGES,0,,,,,,,
189,INFORMATION TV PRIVATE LIMITED,India News Punjab,HINDI/ ENGLISH/ ALL OTHER NORTH INDIAN LANGUAGES,0,,,,,,,
190,INFORMATION TV PRIVATE LIMITED,India News Rajasthan,HINDI/ OTHER NORTH INDIAN REGIONAL LANGUAGES,0,,,,,,,
191,INFORMATION TV PRIVATE LIMITED,India News Uttar Pradesh-Uttarakhand,ENGLISH/ HINDI,0,,,,,,,
192,INFORMATION TV PRIVATE LIMITED,NewsX Kannada,HINDI/ ENGLISH AND OTHER NORTH INDIAN LANGUAGES,0,,,,,,,
193,J.S.D. DATA INFOTECH PRIVATE LIMITED,EXPRESS TV,ALL INDIAN LANGUAGE,0,,,,,,,
194,JAIN STUDIOS LIMITED,JAIN TV,HINDI/ ENGLISH,0,,,,,,,
195,JAINSON MEDIA PRIVATE LIMITED,PBN (earlier SAMACHAR 24X7),"HINDI, ENGLISH AND ALL OTHER INDIAN SCHEDULE LANGUAGE",0,,,,,,,
196,Janam Multi Media Ltd.,Janam,English and all other schedule language,0,,,,,,,
197,JANAPRIYA COMMUNICATION LTD.,TWENTY FOUR (Earlier JANAPRIYA),MALAYALAM /ENGLISH & ALL OTHER SPECIFIED LANGUAGE,0,,,,,,,
