sno,broadcaster,channelName,lang,cost,genre,streamType,airtelChannelNum,dishTVChannelNum,sunDirectChannelNum,tataSkyChannelNum,d2hChannelNum
448,EXPRESS BROADCASTING PRIVATE LIMITED,"Sanskriti TV (earlier Zonet Zawlbuk , earlier EN TV)","Punjabi,Hindi,English,All Other Indian Schedule Languages",0,,,,,,,
449,YASH SATELLITE INDUSTRIES PRIVATE LIMITED,Saral Jeevan (earlier GREEN / SAMACHAR 365),"Hindi,English,Marathi",0,,,,,,,
450,KCB Builders & Developers Pvt Ltd,Sarthi,"English Hindi,Punjabi,All India Languages",0,,,,,,,
451,OMEGA BROADCAST PVT LTD,Sarv Dharm Sangam (Earlier known as 4 Real Entertainment),"Hindi,English,All Other Indian Languages",0,,,,,,,
452,SATHIYAM MEDIA VISION PRIVATE LIMITED,SATHIYAM,"Tamil,English,All Other Indian Schedule Languages",0,,,,,,,
453,SANSKAR INFO TV PRIVATE LIMITED,Satsang (earlier SANSKAR SATSANG (EARLIER: SATSANG),Hindi,0,,,,,,,
454,A.R. RAIL VIKAS SERVICES PVT. LTD.,SATYA,"Hindi,English,Marathi,All Other Indian Schedule Language",0,,,,,,,
455,SAB GLOBAL ENTERTAINMENT MEDIA PVT. LTD.,Seven (earlier SEVEN SISTERS RAINBOW),All Languages,0,,,,,,,
456,ENTER 10 TELEVISION PRIVATE LIMITED,Shaandaar Cinema,All Indian Languages,0,,,,,,,
457,VERTENT MEDIA SOFT PRIVATE LIMITED,SHAGUN (EARLIER PRABHAT NEWS UTTRAKHAND),"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
458,SHALOM COMMUNICATIONS LIMITED,SHALOM TELEVISION,"Malayalam,English,All Indian Langauges",0,,,,,,,
459,AADRI ENTERTAINMENT AND MEDIA WORKS PVT.LTD.,Shiva Shakthi Sai TV (earlier BENZE TV (Earlier AADRI ENRICH),"Telugu,Hindi,English,Gujarati,Tamil,Kannada,Bengali,Malayalam",0,,,,,,,
460,Shopping Zone India TV Pvt. Ltd,Shop 5,"Tamil,Telugu,Kannada,Malayalam,All Indian Scheduled Languages",0,,,,,,,
461,Shop CJ Network Pvt. Ltd,"SHOP CJ (Earlier Shop CJ alive, STAR/CJ ALIVE )","English,Hindi,Other Regional Languages",0,,,,,,,
462,COXSWAIN TECHNOLOGIES LIMITED,SHOPPING ZONE,"Hindi,Marathi",0,,,,,,,
463,IN10 Media Pvt. Ltd,SHOWBOX,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
464,Sunny ENTERTAINMENT HOUSE PRIVATE LIMITED,Shri Navgrah Channel (earlier Harvest TV 24x7 cristian Channel (earlier Gnext),"Punjabii,English,All Other Indain Languages",0,,,,,,,
465,SHUBH MEDIA PVT. LTD.,Shubh Cinema,"Hindi,English,Other Scheduled Indian Languages",0,,,,,,,
466,SHUBH MEDIA PVT. LTD.,SHUBH TV,"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
467,Sidharth Broadcasting Pvt. Ltd,Sidharth TV,"Odia,English,All Other Indian Scheduled Languages",0,,,,,,,
468,Sky Star Entertainment Private Limited,Skystar Movies (earlier Sky Star),"Hindi,English,All India Scheduled Languages,World Language",0,,,,,,,
469,JANVANI BROADCASTING CORPORATION LTD,SNEHA TV (EARLIER P7 NEWS BEFORE THAT PBC TV),"Punjabi,English,Other Indian Languages",0,,,,,,,
470,KAMADHENU TELEFILMS PRIVATE LIMITED,SRI SANKARA,"Hindi,Telugu,Kannada,Tamil,Malayalam,English",0,,,,,,,
471,SRI VENKATESWARA BHAKTI CHANNEL PRIVATE LIMITED,SRI VENKATESWARA,"Telugu,Other Languages",0,,,,,,,
472,STAR INDIA PRIVATE LIMITED,"STAR GOLD 2 (Earlier MOVIES OK, STAR GOLD ACTION , MOVIES OK) (STAR DIAMOND)",Hindi,0,,,,,,,
473,STAR INDIA PRIVATE LIMITED,STAR GOLD 2 HD,"English,Hindi,Bengali Assamese,Gujarati,Marathi,Kannada,Nepali",0,,,,,,,
474,STAR INDIA PRIVATE LIMITED,STAR SPORTS 1 MALAYALAM,"English Hindi,All Other Schedule Languages",0,,,,,,,
475,VIACOM 18 MEDIA PRIVATE LIMITED,STORY CITY,"Hindi,English,,Other Indian Regional",0,,,,,,,
476,NARNE NETWORKS PRIVATE LIMITED,STUDIO N NEWS (Earlier STUDIO N),"Telugu,Hindi,English",0,,,,,,,
477,ASHIRWAD TELENETWORK PRIVATE LIMITED,Studio One + (earlier ASHIRWAD Gold),"Hindi English,All Other Indian Scheduled Languages",0,,,,,,,
478,GOOD NEWS CHANNEL PRIVATE LIMITED,SUBHA VAARTHA,Telugu,0,,,,,,,
479,SUBHARTI MEDIA LIMITED,SUBHARTI,Hindi,0,,,,,,,
480,GOOD NEWS CHANNEL PRIVATE LIMITED,SUBHSANDESH,Hindi,0,,,,,,,
481,YASH TECHNO MEDIA PVT.LTD.,Suddhi TV(Earlier: MAHA BODHI CHANNEL (earlier REPORTER MAHARASHTRA) ),"Hindi,English",0,,,,,,,
482,ASHOKA PRODUCTIONS AND COMMUNICATION PVT LTD,SUPER TV (earlier CEE VANDANA/Adhyatm),"Hindi,English,All Other Indian Languages",0,,,,,,,
483,Surya Processed Food Pvt. Ltd,Surya Bhakti,"English,Hindi,All Indian Scheduled Languages",0,,,,,,,
484,Surya Processed Food Pvt. Ltd,Surya Sagar Entertainment,"English,Hindi,All Indian Scheduled Languages",0,,,,,,,
485,Surya Processed Food Pvt. Ltd,Surya Samachar,"English,Hindi,All Indian Scheduled Languages",0,,,,,,,
486,ASIANET NEWS NETWORK PRIVATE LIMITED,SUVARNA NEWS,"Kannada,English",0,,,,,,,
487,SRI VENKATESWARA BHAKTI CHANNEL PRIVATE LIMITED,SVBC-2,"Telugu,Tamil,Kannada Hindi,English",0,,,,,,,
488,SRI SAI MEDIA PVT. LTD.,SWADESH NEWS,"Hind,English,All Indian Scheduled Language",0,,,,,,,
489,COXSWAIN TECHNOLOGIES LIMITED,"SWARA SAGAR (Earlier LAKSHYYA ENTERTAINMENT, SUPER STAR-JOSH)","Tamil,Telugu,Kannada,Malayalam,All Other Indian Schedule Languages",0,,,,,,,
490,YASH SATELLITE INDUSTRIES PRIVATE LIMITED,"Swaraj Express (Earlier NEWS TIME 24X7, JANSANDESH PLUS, FAST NEWS)","Hindi,English,All Other Indian Schedule Languages",0,,,,,,,
491,SEE MEDIA SERVICES PVT LTD,Swaraj Express SMBC (earlier SMBC Insight (earlier VOICE OF CENTRAL INDIA VOICE),"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
492,TELANGANA BROADCASTING PRIVATE LIMITED,T NEWS,Telugu,0,,,,,,,
493,TELEONE CONSUMERS PRODUCT PVT. LTD.,T TV,"Hindi,English,All Others Indian Languages",0,,,,,,,
494,TAAZA INFOTAINMENT PRIVATE LIMITED,TAAZA TV,Hindi,0,,,,,,,
495,KRISHNA SHOWBIZ SERVICES PVT. LTD.,TAK DHINA DIN,Hindi,0,,,,,,,
496,Cinema 24x7 Pvt. Ltd,Tamil Naaptol,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
497,TAMILAN KALAI KOODAM PRIVATE LIMITED,TAMILAN TELEVISION,Tamil,0,,,,,,,
498,EASWARI MEDIA PRIVATE LIMITED,Tehzeeb TV,All Indian Languages,0,,,,,,,
499,Sony Pictures Networks India Private Limited,TEN 4 (earlier name Le Plex HD),"English,Hindi,,Other Indian Languages",0,,,,,,,
500,Sony Pictures Networks India Private Limited,TEN 4 HD (earlier name Sony Rox HD),"Hindi,English,Other India Languages",0,,,,,,,
501,DAKSHIN MEDIA GAMING SOLUTIONS PRIVATE LIMITED,TEN CRICKET (Earlier known as PLAY TV),"Hindi,English,Marathi,Tamil,Telugu,Malayalam",0,,,,,,,
502,Sony Pictures Networks India Private Limited,TEN GOLF HD (earlier TEN GOLF),"Hindi,English Multilingual",0,,,,,,,
503,METRONATION CHENNAI TELEVISION PVT LTD,THANTHI TV (earlier NDTV HINDU CHENNAI),English,0,,,,,,,
504,MGM PROGRAMMING SERVICES INDIA PVT. LTD.,THE MGM,English,0,,,,,,,
505,PRABHATAM ADVERTISING PVT LTD,The Nation Plus,"Punjabi,English,,Other Indian Schedule Language",0,,,,,,,
506,MUKUNDHAA NETWORK PRIVATE LIMITED,THENDREL TV,Tamil,0,,,,,,,
507,UNISSION NETWORK MEDIA PVT.LTD.,Tirupathi,Hindi,0,,,,,,,
508,ASPIRATION MEDIA PVT. LTD.,TOLLY WOOD,"English,Regional Languages",0,,,,,,,
509,K.K. MEDIA PRODUCTION PVT.LTD.,TOP(EARLIER: OM BANGLA ),"Bengali,Hindi,English,All Other Indian Schedule Language",0,,,,,,,
510,V S BROADCASTING PVT. LT.,TORAN TV (EARLIER VS TV),"Hindi,All Indian Scheduled Language",0,,,,,,,
511,Total Telefilms Pvt. Ltd,Total Haryana,All Indian Scheduled Languages,0,,,,,,,
512,Total Telefilms Pvt. Ltd,TOTAL TV,Hindi,0,,,,,,,
513,TRANSMEDIA SOFTWARE LIMITED,TRANSMEDIA SOHAM,"Marathi,Gujarati,Hindi Dialects",0,,,,,,,
514,VIACOM 18 MEDIA PRIVATE LIMITED,TREBLE,"Hindi,English,,Other Indian Regional",0,,,,,,,
515,Munny Entertainments Pvt Ltd.,"True Sports(earlier MANGAL KALASH, Oye Music)","Punjabii,Hindi,English,All Other Indain Languages",0,,,,,,,
516,YASH SATELLITE INDUSTRIES PRIVATE LIMITED,TTC (earlier JANADESH),"Hindi,English,All Other Indian Schedule Languages",0,,,,,,,
517,Tulasi Broadcasting Network Ltd,TULASI NEWS (earlier TULASI),Telugu,0,,,,,,,
518,RKM NEWS AND ENTERTAINMENT CHANNEL PVT LTD,TUNES 6 (earlier RKM GOLD NEC PULSE),"Hindi,Punjabi,Ennglish,All Other Indian Schedule Languages",0,,,,,,,
519,Movements Digital India Pvt. Ltd.,TUNES 6 MUSIC,"Hindi,Tamil,English,Malayalam,Kannada,Telugu,All Indian Languages",0,,,,,,,
520,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV 1,"Marathi,Hindi,Telugu,Malayalam,Kannada,Tamil,English,Other Indian Languages",0,,,,,,,
521,AVANTI MEDIA LIMITED,TV 100 National,"Hindi,English,Dialects",0,,,,,,,
522,A ONE NEWS TIME BROADCASTING PRIVATE LIMITED,TV 24,"Hindi,Punjabi,English",0,,,,,,,
523,Shreya Broadcasting Pvt. Ltd,TV 5 Kannada,Kannada,0,,,,,,,
524,CATVISION LTD,TV 5 MONDE,French,0,,,,,,,
525,Shreya Broadcasting Pvt. Ltd,TV 5 NEWS,"English,Telugu",0,,,,,,,
526,COMSAT SYSTEM PRIVATE LIMITED,TV 7/ TV3 HEALTH PLANET,"English,Telugu,Hindi",0,,,,,,,
527,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV 9,"Marathi,Hindi,Kannada,Malayalam,Telugu,Tamil,English,Other Indian Languages",0,,,,,,,
528,Lakshmi Gold Khazaanaa Pvt. Ltd.,TV1 News 24*7,"Kannada,English,Hindi,Punjabi,All Indian Language",0,,,,,,,
529,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV9 Bharatvarsh,"Gujarati,Marathi,Hindi,Kannada,Malayalam,Telugu,Tamil,English,Other Indian Languages",0,,,,,,,
530,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV9 GUJARAT,"Gujarati,Marathi,Hindi,Kannada,Malayalam,Telugu,Tamil,English,Other Indian Languages",0,,,,,,,
531,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV9 KANNADA,"Marathi,Hindi,Kannada,Malayalam,Telugu,Tamil,English,Other Indian Languages",0,,,,,,,
532,ASSOCIATED BROADCASTING COMPANY PRIVATE LIMITED,TV9 MUMBAI,"Marathi,Hindi,Kannada,Malayalam,Telugu,Tamil,English,Other Indian Languages",0,,,,,,,
533,JANAPRIYA COMMUNICATION LTD.,TWENTY FOUR (Earlier JANAPRIYA),"Malayalam,English,All Other Specified Language",0,,,,,,,
534,Dharampal Satyapal Limited,Utkrisht News Samachar Plus Rajasthan,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
535,Dharampal Satyapal Limited,Utkrisht News Samachar Plus Uttar Pradesh/Uttrakhand,"Hindi,English,All Scheduled Indian Languages",0,,,,,,,
536,DISNEY BROADCASTING INDIA LTD,UTV MOVIES INTERNATIONAL,Hindi,0,,,,,,,
537,GUJARAT NEWS BROADCASTING PVT.LTD.,V TV,"Gujarati,Hindi,English",0,,,,,,,
538,VIL MEDIA PVT. LTD,V6,Telugu,0,,,,,,,
539,YPT ENTERTAINMENT HOUSE PRIVATE LIMITED,Vaa Movies (earlier GSI / ERA SPORTS then Fight Sports),"English,Hindi,In Selected Cases,Subtitled Or Ducced In Local Languages",0,,,,,,,
540,MAYAJAAL ENTERTAINMENT LIMITED,VAANAVIL TV (Earlier SPLASH TV),"English,All Indian Languages",0,,,,,,,
541,RACHANA TELEVISION PRIVATE LIMITED,VANITHA TV,Telugu,0,,,,,,,
542,VASANTH AND CO MEDIA NETWORK PRIVATE LIMITED,VASANTH,Tamil,0,,,,,,,
543,VEDIC BROADCASTINGS LIMITED,VEDIC,"Hindi,Gujarati,Other Indian Languages,English",0,,,,,,,
544,SOUND TELENETWORKS PRIVATE LIMITED,VELICHAM PLUS (Earlier FAST 24*7),"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
545,TRAC MEDIA PVT LTD,VENDHAR TV (NEWS 4U),All Indian Languages,0,,,,,,,
546,Asianet Star Communications Private Limited,Vijay Music,"Malyalam,English,Hindi,Assamese,Bengali,Bodo,Dogri,Gujarati,Kashmiri,Konkani,Maithili,Tamil,Kannada,Manipuri,Marathi,Nepali,Sanskrit,Santhali,Sindhi,Telugu,Urdu,Any Other Language As May Be Permitted Under The Constitution Of India",0,,,,,,,
547,VIKAAS TV ALLIANCE PVT LTD,VIKAAS TV,"Gujarati,Hindi,English,Other Indian Languages",0,,,,,,,
548,NAMAN BROADCASTING AND TELECOMMUNICATIONS PVT. LTD.,VIP News (Earlier known as Prabhatam HSB),"Hindi,English As Well As Few Regional Languages",0,,,,,,,
549,RAJ TELEVISION NETWORK LIMITED,Vissa TV,Telugu,0,,,,,,,
550,MALAYALAM COMMUNICATIONS LIMITED,WE,Malayalam,0,,,,,,,
551,GN INFOMEDIA PVT LTD,WHISTLE TV (Earlier known as GN Bhakti GNN BHAKTI /GNN ENTERTAINMENT),"Hindi,English,All Other Indian Schedule Language",0,,,,,,,
552,DIKSAT TRANSWORLD LIMITED,WIN TV,Tamil,0,,,,,,,
553,DIKSAT TRANSWORLD LIMITED,WIN TV - U.P.,Hindi,0,,,,,,,
554,MEDIA NETWORK BROADCASTING PVT LTD,WOW,"Hindi,English,All Other Indian Languages",0,,,,,,,
555,CITY NETWORK BROADCAST CONVERGENCE PVT LTD,WOW CINEMA (Earlier TV PUNJABI),All Indian Languages,0,,,,,,,
556,Angel Admark Pvt. Ltd.,XCLUSIVE TV (Anugraha Malyalam),"Hindi,English,All Indian Languages",0,,,,,,,
557,HORIZON SATELLITE SERVICE PVT LTD,Y TV (Earlier known as Voice 24 Tripura/Horizon News 24x7),"English,Any Other Indian Languages",0,,,,,,,
558,YASH SATELLITE INDUSTRIES PRIVATE LIMITED,YO TV (Earlier YO MUSIC),"Hindi,Punjabi,English",0,,,,,,,
559,YELAMANCHILI TV PVT. LTD,YONE TV,All Hindi Languages,0,,,,,,,
560,EXCLUSIVE VISION MEDIA PVT. LTD.,Zingaat (earlier E AWAZ INDIA (EARLIER:AINDI (EARLIER: TULSI TV (Earlier VEDAS OM TV))),"English,Hindi,All Indian Scheduled Language",0,,,,,,,
561,ZONET CABLE TV PRIVATE LIMITED,ZONET,All Indian Scheduled Languages,0,,,,,,,
562,Zee Entertainment Enterprises Limited,& Flix,English,15,Movies,SD,,,,,
563,Zee Entertainment Enterprises Limited,& Flix HD,English,19,Movies,HD,,,,,
564,Zee Entertainment Enterprises Limited,& Picture,Hindi,6,Movies,SD,,,,,
565,Zee Entertainment Enterprises Limited,& Pictures HD,"English,Hindi",19,Movies,HD,,,,,
566,Zee Entertainment Enterprises Limited,& Prive HD,English,19,Movies,HD,,,,,
567,Zee Entertainment Enterprises Limited,& TV,Hindi,12,GEC,SD,,,,,
568,Zee Entertainment Enterprises Limited,& TV HD,Hindi,19,GEC,HD,,,,,
569,Zee Entertainment Enterprises Limited,&Xplore HD,Hindi,4,Movies,HD,,,,,
570,Lex Sportel Vision Private Limited,1SPORTS,English,4,Sports,SD,,,,,
571,Fame Media Private Limited,4tv News,"Urdu,Hindi",1,News,SD,,,,,
572,TV Today Network Limited,Aaj Tak,Hindi,0.75,News,SD,,,,,
573,TV Today Network Limited,AAJ Tak HD,Hindi,1.5,News,HD,,,,,
574,TV Today Network Limited,Aaj Tak Tez,Hindi,0.25,News,SD,,,,,
575,Bangla Entertainment Private Limited,AATH,Bangla,4,GEC,SD,,,,,
576,SUN TV Network Limited,Adithya TV,Tamil,9,GEC,SD,,,,,
577,Odisha Television Limited,Alankar,Odia,4,Movies,SD,,,,,
578,Discovery Communications India,Animal Planet,"English,Hindi",2,Infotainment,SD,,,,,
579,Discovery Communications India,Animal Planet HD World,"English,Hindi",3,Infotainment,HD,,,,,
580,Asianet Star Communications Private Limited,Asianet,Malayalam,19,GEC,SD,,,,,
581,Asianet Star Communications Private Limited,Asianet HD,Malayalam,19,GEC,HD,,,,,
582,Asianet Star Communications Private Limited,Asianet Movies,Malayalam,15,Movies,SD,,,,,
583,Asianet Star Communications Private Limited,Asianet Plus,Malayalam,5,GEC,SD,,,,,
584,Sony Pictures Networks India Private Limited,AXN,English,5,GEC,SD,,,,,
585,Sony Pictures Networks India Private Limited,AXN HD,English,7,GEC,HD,,,,,
586,NGC Network (India) Pvt Ltd,Baby TV HD,"English,Hindi",1,Kids,HD,,,,,
587,BBC Global News India Private Limited,BBC World News,English,1,News,SD,,,,,
588,Zee Entertainment Enterprises Limited,Big Ganga,Bhojpuri,0.5,GEC,SD,,,,,
589,Zee Entertainment Enterprises Limited,Big Magic,Hindi,0.1,GEC,SD,,,,,
590,Turner International India Pvt Ltd,Cartoon Network,Hindi,4.25,Kids,SD,,,,,
591,Turner International India Pvt Ltd,Cartoon Network HD+,Hindi,5,Kids,HD,,,,,
592,SUN TV Network Limited,Chintu TV,Kannada,6,Kids,SD,,,,,
593,SUN TV Network Limited,Chutti TV,Tamil,6,Kids,SD,,,,,
594,TV 18 Broadcast Limited,CNBC Awaaz,Hindi,1,News,SD,,,,,
595,TV 18 Broadcast Limited,CNBC Bajaar,Gujarati,1,News,SD,,,,,
596,TV 18 Broadcast Limited,CNBC TV 18,English,4,News,SD,,,,,
597,TV 18 Broadcast Limited,CNBC TV 18 Prime HD,English,1,News,HD,,,,,
598,Turner International India Pvt Ltd,CNN International,English,0.5,News,SD,,,,,
599,TV 18 Broadcast Limited,CNN News 18,English,0.5,News,SD,,,,,
600,Viacom 18 Media Private Limited,Colors,Hindi,19,GEC,SD,,,,,
601,Viacom 18 Media Private Limited,Colors Bangla,Bangla,7,GEC,SD,,,,,
602,Viacom 18 Media Private Limited,Colors Bangla Cinema,Bangla,1,Movies,SD,,,,,
603,Viacom 18 Media Private Limited,Colors Bangla HD,Bangla,14,GEC,HD,,,,,
604,Viacom 18 Media Private Limited,Colors Cineplex,Hindi,3,Movies,SD,,,,,
605,Viacom 18 Media Private Limited,Colors Cineplex HD,Hindi,5,Movies,HD,,,,,
606,Viacom 18 Media Private Limited,Colors Gujarati,Gujarati,5,GEC,SD,,,,,
607,Viacom 18 Media Private Limited,Colors Gujarati Cinema,Gujarati,1,Movies,SD,,,,,
608,Viacom 18 Media Private Limited,Colors HD,Hindi,19,GEC,HD,,,,,
609,Viacom 18 Media Private Limited,Colors Infinity,English,5,GEC,SD,,,,,
610,Viacom 18 Media Private Limited,Colors Infinity HD,English,9,GEC,HD,,,,,
611,Viacom 18 Media Private Limited,Colors Kannada,Kannada,19,GEC,SD,,,,,
612,Viacom 18 Media Private Limited,Colors Kannada Cinema,Kannada,2,Movies,SD,,,,,
613,Viacom 18 Media Private Limited,Colors Kannada HD,Kannada,19,GEC,HD,,,,,
614,Viacom 18 Media Private Limited,Colors Marathi,Marathi,10,GEC,SD,,,,,
615,Viacom 18 Media Private Limited,Colors Marathi HD,Marathi,17,GEC,HD,,,,,
616,Viacom 18 Media Private Limited,Colors Oriya,Oriya,6,GEC,SD,,,,,
617,Viacom 18 Media Private Limited,Colors Rishtey,Hindi,1,GEC,SD,,,,,
618,Viacom 18 Media Private Limited,Colors Super,Kannada,3,GEC,SD,,,,,
619,Viacom 18 Media Private Limited,Colors Tamil,Tamil,3,GEC,SD,,,,,
620,Viacom 18 Media Private Limited,Colors Tamil HD,Tamil,7,GEC,HD,,,,,
621,Viacom 18 Media Private Limited,Comedy Central,English,5,GEC,SD,,,,,
622,Viacom 18 Media Private Limited,Comedy Central (HD ),English,9,GEC,HD,,,,,
623,Discovery Communications India,Discovery Channel,"English,Hindi",4,Infotainment,SD,,,,,
624,Discovery Communications India,Discovery Channel – Tamil,Tamil,4,Infotainment,SD,,,,,
625,Discovery Communications India,Discovery HD World,English,6,Infotainment,HD,,,,,
626,Discovery Communications India,Discovery Jeet,Hindi,1,GEC,SD,,,,,
627,Discovery Communications India,Discovery Jeet HD,Hindi,2,GEC,HD,,,,,
628,Discovery Communications India,Discovery Kids Channel,English,3,Kids,SD,,,,,
629,Discovery Communications India,Discovery Science,"English,Hindi",1,Infotainment,SD,,,,,
630,Discovery Communications India,Discovery Turbo,"English,Hindi",1,Infotainment,SD,,,,,
631,Disney Broadcasting (India) Ltd,Disney International HD,English,12,GEC,HD,,,,,
632,Disney Broadcasting (India) Ltd,Disney Junior,English,3,Kids,SD,,,,,
633,Discovery Communications India,Dsport,English,4,Sports,SD,,,,,
634,EPIC Television Networks Pvt Limited,EPIC TV,"English,Hindi",2,Infotainment,SD,,,,,
635,"Bennett, Coleman & Company Limited",ET NOW,"English,Hindi",3,News,SD,,,,,
636,Eenadu Televisoin Private Limited,ETV,Telugu,17,GEC,SD,,,,,
637,Eenadu Televisoin Private Limited,ETV - Telangana,Telugu,1,News,SD,,,,,
638,Eenadu Televisoin Private Limited,ETV Abhiruchi,Telugu,2,GEC,SD,,,,,
639,Eenadu Televisoin Private Limited,ETV Abhiruchi HD,Telugu,3,GEC,HD,,,,,
640,Eenadu Televisoin Private Limited,ETV Andhra Pradesh,Telugu,1,News,SD,,,,,
641,Eenadu Televisoin Private Limited,ETV Cinema,Telugu,6,Movies,SD,,,,,
642,Eenadu Televisoin Private Limited,ETV Cinema HD,Telugu,8,Movies,HD,,,,,
643,Eenadu Televisoin Private Limited,ETV HD,Telugu,19,GEC,HD,,,,,
644,Eenadu Televisoin Private Limited,ETV Life,Telugu,1,GEC,SD,,,,,
645,Eenadu Televisoin Private Limited,ETV Life HD,Telugu,2,GEC,HD,,,,,
646,Eenadu Televisoin Private Limited,ETV Plus,Telugu,7,GEC,SD,,,,,
647,Eenadu Televisoin Private Limited,ETV Plus HD,Telugu,9,GEC,HD,,,,,
648,Suryansh Broadcasting Private Limited,Flowers,Malayalam,10,GEC,SD,,,,,
649,NGC Network (India) Pvt Ltd,Fox Life,"English,Hindi",1,Miscellaneous,SD,,,,,
650,NGC Network (India) Pvt Ltd,Fox Life HD,"English,Hindi",1,Miscellaneous,HD,,,,,
651,AETN 18 Media Pvt Limited,FY1 TV18,English,0.25,Infotainment,SD,,,,,
652,AETN 18 Media Pvt Limited,FY1 TV18 (HD),English,1,Infotainment,HD,,,,,
653,Zee Entertainment Enterprises Limited,Ganga Biskope,Bhojpuri,0.1,Movies,SD,,,,,
654,SUN TV Network Limited,Gemini Comedy,Telugu,5,GEC,SD,,,,,
655,SUN TV Network Limited,Gemini Life,Telugu,5,GEC,SD,,,,,
656,SUN TV Network Limited,Gemini Movies,Telugu,17,GEC,SD,,,,,
657,SUN TV Network Limited,Gemini Movies HD,Telugu,19,GEC,HD,,,,,
658,SUN TV Network Limited,Gemini Music,Telugu,4,Music,SD,,,,,
659,SUN TV Network Limited,Gemini Music HD,Telugu,19,Music,HD,,,,,
660,SUN TV Network Limited,Gemini News,Telugu,0.1,News,SD,,,,,
661,SUN TV Network Limited,Gemini TV,Telugu,19,GEC,SD,,,,,
662,SUN TV Network Limited,Gemini TV HD,Telugu,19,GEC,HD,,,,,
663,Lifestyle and Media Broadcasting Limited,Good Times,English,1.5,Miscellaneous,SD,,,,,
664,Turner International India Pvt Ltd,HBO,English,10,Movies,SD,,,,,
665,Turner International India Pvt Ltd,HBO HD,English,12,Movies,HD,,,,,
666,AETN 18 Media Pvt Limited,Histroy TV 18 HD,Hindi,7,Infotainment,HD,,,,,
667,Disney Broadcasting (India) Ltd,Hungama TV,"English,Hindi",6,Kids,SD,,,,,
668,TV Today Network Limited,India Today,English,1,News,SD,,,,,
669,Mavis Satcom Limited,J Movies,Tamil,2.25,Movies,SD,,,,,
670,Star India Private Limited,Jalsha Movies,Bangla,6,Movies,SD,,,,,
671,Star India Private Limited,Jalsha Movies HD,Bangla,19,Movies,HD,,,,,
672,CSL Info Media Private Limited,JAN TV PLUS,Hindi,50,News,SD,,,,,
673,Mavis Satcom Limited,Jaya Max,Tamil,2.25,Music,SD,,,,,
674,Mavis Satcom Limited,Jaya Plus,Tamil,0.5,News,SD,,,,,
675,Mavis Satcom Limited,Jaya TV HD,Tamil,6,GEC,HD,,,,,
676,SUN TV Network Limited,Kochu TV,Malayalam,5,Kids,SD,,,,,
677,SUN TV Network Limited,KTV,Tamil,19,GEC,SD,,,,,
678,SUN TV Network Limited,KTV HD,Tamil,19,GEC,HD,,,,,
679,SUN TV Network Limited,Kushi TV,Telugu,4,Kids,SD,,,,,
680,Zee Entertainment Enterprises Limited,Living Foodz,"English,Hindi",1,Infotainment,SD,,,,,
681,Living Entertainment Enterprises Private Ltd,Living Foodz HD,Hindi,10,Infotainment,HD,,,,,
682,Living Entertainment Enterprises Private Ltd,Living Travelz,Hindi,0.1,Infotainment,SD,,,,,
683,Star India Private Limited,MAA Gold,Telugu,2,Movies,SD,,,,,
684,Star India Private Limited,MAA HD,Telugu,19,GEC,HD,,,,,
685,Star India Private Limited,MAA Movies,Telugu,10,Movies,SD,,,,,
686,Star India Private Limited,MAA Movies HD,Telugu,19,Movies,HD,,,,,
687,Star India Private Limited,MAA Music,Telugu,1,Music,SD,,,,,
688,Star India Private Limited,MAA TV,Telugu,19,GEC,SD,,,,,
689,Disney Broadcasting (India) Ltd,Marvel HQ,"English,Hindi",3,Kids,SD,,,,,
690,Sony Pictures Networks India Private Limited,MAX 2,Hindi,1,Movies,SD,,,,,
691,Sony Pictures Networks India Private Limited,MAX HD,Hindi,17,Movies,HD,,,,,
692,Silverstar Communications Limited,Mega 24,Tamil,1,GEC,SD,,,,,
693,Silverstar Communications Limited,Mega Musiq,Tamil,2,Music,SD,,,,,
694,Silverstar Communications Limited,Mega TV,Tamil,3,GEC,SD,,,,,
695,"Bennett, Coleman & Company Limited",Mirror Now,"English,Hindi",0.5,News,SD,,,,,
696,Sony Pictures Networks India Private Limited,MIX,Hindi,1,Music,SD,,,,,
697,"Bennett, Coleman & Company Limited",MN +,English,10,Movies,HD,,,,,
698,"Bennett, Coleman & Company Limited",MNX,English,6,Movies,SD,,,,,
699,"Bennett, Coleman & Company Limited",MNX HD,English,9,Movies,HD,,,,,
700,Zoom Entertainment Network Limited,Movies Now,English,10,Movies,SD,,,,,
701,"Bennett, Coleman & Company Limited",Movies Now HD,English,12,Movies,HD,,,,,
702,Star India Private Limited,Movies OK,Hindi,1,Movies,SD,,,,,
